Name,Definition,Synonym,Output
angiosarcoma,A vascular cancer that derives_from the cells that line the walls of blood vessels or lymphatic vessels.,hemangiosarcoma,vascular cancer
pterygium,A corneal disease that is characterized by a triangular tissue growth located_in cornea of the eye that is the result of collagen degeneration and fibrovascular proliferation.,surfer's eye,corneal disease
disease of metabolism,A disease that involving errors in metabolic processes of building or degradation of molecules.,metabolic disease,disease
shrimp allergy,A crustacean allergy that has_allergic_trigger shrimp.,metabolic disease,crustacean allergy
aspirin allergy,A drug allergy that has_allergic_trigger acetylsalicylic acid.,ASA allergy,drug allergy
benzylpenicillin allergy,A beta-lactam allergy that has_allergic_trigger benzylpenicillin.,penicillin G allergy,beta-lactam allergy
amoxicillin allergy,A beta-lactam allergy that has_allergic_trigger amoxicillin.,penicillin G allergy,beta-lactam allergy
ceftriaxone allergy,A cephalosporin allergy that has_allergic_trigger ceftriaxone.,rocephin allergy,cephalosporin allergy
carbamazepine allergy,A drug allergy that has_allergic_trigger carbamazepine.,Tegretol allergy,drug allergy
abacavir allergy,A drug allergy that has_allergic_trigger abacavir.,ABC allergy,drug allergy
isoniazide allergy,A drug allergy that has_allergic_trigger isoniazide.,isonicotinylhydrazide allergy,drug allergy
lidocaine allergy,A drug allergy that has_allergic_trigger lidocaine.,xylocaine allergy,drug allergy
mepivacaine allergy,A drug allergy that has_allergic_trigger mepivacaine.,Polocaine allergy,drug allergy
phenobarbital allergy,A drug allergy that has_allergic_trigger phenobarbital.,phenobarbitone allergy,drug allergy
phenytoin allergy,A drug allergy that has_allergic_trigger phenytoin.,Dilantin allergy,drug allergy
ranitidine allergy,A drug allergy that has_allergic_trigger ranitidine.,Zantac allergy,drug allergy
corticosteroid allergy,A drug allergy that has_allergic_trigger corticosteroid.,Zantac allergy,drug allergy
sulfonamide allergy,A drug allergy that has_allergic_trigger sulfonamide.,Zantac allergy,drug allergy
sulfamethoxazole allergy,A drug allergy that has_allergic_trigger sulfamethoxazole.,sulphamethoxazole allergy,drug allergy
suprofen allergy,A drug allergy that has_allergic_trigger suprofen.,Profenal allergy,drug allergy
thiopental allergy,A drug allergy that has_allergic_trigger thiopental.,pentothiobarbital allergy,drug allergy
D-mannitol allergy,A drug allergy that has_allergic_trigger D-mannitol.,mannitol allergy,drug allergy
cefotaxime allergy,A cephalosporin allergy that has_allergic_trigger cefotaxime.,mannitol allergy,cephalosporin allergy
cephalosporin allergy,A drug allergy that has_allergic_trigger cephalosporin.,mannitol allergy,drug allergy
amodiaquine allergy,A drug allergy that has_allergic_trigger amodiaquine.,Flavoquine allergy,drug allergy
cefaclor allergy,A drug allergy that has_allergic_trigger amodiaquine.,cephaclor allergy,cephalosporin allergy
ceftazidime allergy,A cephalosporin allergy that has_allergic_trigger ceftazidime.,Tazicef allergy,cephalosporin allergy
cefuroxime allergy,A cephalosporin allergy that has_allergic_trigger cefuroxime.,Zinacef allergy,cephalosporin allergy
chlorhexidine allergy,A drug allergy that has_allergic_trigger chlorhexidine.,Zinacef allergy,drug allergy
cyclophosphamide allergy,A drug allergy that has_allergic_trigger cyclophosphamide.,cytophosphane allergy,drug allergy
succinylcholine allergy,A drug allergy that has_allergic_trigger succinylcholine.,suxamethonium allergy,drug allergy
trimethoprim allergy,A drug allergy that has_allergic_trigger trimethoprim.,TMP allergy,drug allergy
cefixime allergy,A cephalosporin allergy that has_allergic_trigger cefixime.,TMP allergy,cephalosporin allergy
diclofenac allergy,A drug allergy that has_allergic_trigger diclofenac.,Voltaren allergy,drug allergy
carbapenem allergy,A drug allergy that has_allergic_trigger diclofenac.,Voltaren allergy,drug allergy
piperacillin allergy,A beta-lactam allergy that has_allergic_trigger piperacillin.,Voltaren allergy,beta-lactam allergy
rocuronium allergy,A drug allergy that has_allergic_trigger rocuronium.,Zemuron allergy,drug allergy
sulfasalazine allergy,A drug allergy that has_allergic_trigger sulfasalazine.,Zemuron allergy,drug allergy
tubocurarine allergy,A drug allergy that has_allergic_trigger tubocurarine.,DTC allergy,drug allergy
aztreonam allergy,A beta-lactam allergy that has_allergic_trigger aztreonam.,Primbactam allergy,beta-lactam allergy
meropenem allergy,A beta-lactam allergy that has_allergic_trigger meropenem.,Merrem allergy,isocyanates allergic asthma
hexamethylene diisocyanate allergic asthma,An allergic asthma to isocyanates that has_allergic_trigger hexamethylene diisocyanate.,allergic asthma to HMDI,isocyanates allergic asthma
isocyanates allergic asthma,An allergic asthma that has_allergic_trigger isocyanates.,allergic asthma to HMDI,allergic asthma
diphenylmethane-4,An allergic asthma to isocyanates that has_allergic_trigger diphenylmethane-4,allergic asthma to MDI,isocyanates allergic asthma
toluene meta-diisocyanate allergic asthma,An allergic asthma to isocyanates that has_allergic_trigger toluene meta-diisocyanate.,allergic asthma to TDI,isocyanates allergic asthma
methyl isocyanate allergic asthma,An allergic asthma to isocyanates that has_allergic_trigger methyl isocyanate.,allergic asthma to MIC,isocyanates allergic asthma
nickel allergic asthma,An allergic asthma that has_allergic_trigger nickel atom.,allergic asthma to Ni,allergic asthma
nickel allergic contact dermatitis,An allergic contact dermatitis that has_allergic_trigger nickel atom.,allergic contact dermatitis to Ni,allergic contact dermatitis
trimellitic anhydride allergic asthma,An allergic asthma that has_allergic_trigger trimellitic anhydride.,allergic asthma to TMA,allergic asthma
phthalic anhydride allergic asthma,An allergic asthma that has_allergic_trigger phthalic anhydride.,allergic asthma to TMA,allergic asthma
maleic anhydride allergic asthma,An allergic asthma that has_allergic_trigger maleic anhydride.,allergic asthma to MA,allergic asthma
tetrachlorophthalic anhydride allergic asthma,An allergic asthma that has_allergic_trigger tetrachlorophthalic anhydride.,allergic asthma to MA,allergic asthma
hexahydrophthalic anhydride allergic asthma,An allergic asthma that has_allergic_trigger hexahydrophthalic anhydride.,allergic asthma to HHPA,allergic asthma
diphenylmethane-4,An allergic contact dermatitis that has_allergic_trigger diphenylmethane-4,allergic contact dermatitis to MDI,allergic contact dermatitis
cobalt allergic contact dermatitis,An allergic contact dermatitis that has_allergic_trigger cobalt atom.,allergic contact dermatitis to Co,allergic contact dermatitis
cobalt allergic asthma,An allergic asthma that has_allergic_trigger cobalt atom.,Co allergic asthma,allergic asthma
palladium allergic contact dermatitis,An allergic contact dermatitis that has_allergic_trigger palladium.,allergic contact dermatitis to Pd,allergic contact dermatitis
