Name,Definition,Synonym,Output
pyometritis,A uterine disease that is characterized by inflammation of the uterus and is associated with pus in the uterine cavity.,obstructive sleep apnea syndrome,uterine disease
uterine benign neoplasm,A female reproductive organ benign neoplasm that is located_in the uterus.,non-bacterial thrombotic endocarditis,uterine disease
endometrial disease,A uterine disease that is located_in the endometrium.,melanoma in Junctional nevus,uterine disease
obsolete malignant skin blue nevus,A uterine disease that is located_in the endometrium.,Blue nevus-Like melanoma,uterine disease
female infertility of uterine origin,A uterine disease that is characterized by an inability to get pregnant despite having carefully timed,Infertility,uterine disease
uterine inflammatory disease,A uterine disease that is characterized by inflammation.,Inflammatory disease of the uterus,uterine disease
chronic subinvolution of uterus,A uterine disease that is characterized by the inability of the uterus to return to its pre-gestational size after pregnancy.,type II hyperlipidemia,uterine disease
adhesions of uterus,A uterine disease that is characterized by the presence of scar tissue which attaches the uterus to another structure.,Intrauterine synechiae,uterine disease
cervix disease,A uterine disease that is located_in the cervix.,Thoracic or lumbar spondylosis with myelopathy,uterine disease
obsolete short rib-polydactyly syndrome,A uterine disease that is located_in the cervix.,Thoracic or lumbar spondylosis with myelopathy,uterine disease
endometriosis of uterus,A uterine disease that is characterized by the presence of endometrial tissue grows outside of the endometrium,uterine Adenomyosis,uterine disease
obsolete Hantavirus infectious disease,A viral infectious disease that results_in infection,uterine Adenomyosis,uterine disease
obsolete Cysts of iris,A viral infectious disease that results_in infection,Cysts of iris,uterine disease
uterine cancer,A female reproductive organ cancer that is located_in the uterus.,uterus neoplasm,uterine disease
placenta disease,A uterine disease that is located_in the placenta.,ureteral transitional cell carcinoma with glandular differentiation,uterine disease
obsolete plasmacytoma-like PTLD,A uterine disease that is located_in the placenta.,ureteral transitional cell carcinoma with glandular differentiation,uterine disease
obsolete nonmetastatic extraskeletal osteosarcoma,A uterine disease that is located_in the placenta.,Non-metastatic extraskeletal Osteogenic sarcoma,uterine disease
polyp of corpus uteri,A salivary gland cancer that is located_in the parotid gland.,polyp,uterine disease
Taylor's syndrome,A disease by infectious agent that results in infection,Taylor syndrome,uterine disease
hemometra,A uterine disease that is characterized by the presence of blood in the uterine cavity.,Hematometra,uterine disease
uterine inversion,A uterine disease that is characterized by the uterine cavity turning inside out as a complication of childbirth.,hypercarotinemia,uterine disease
