Name,Definition,Synonym,Output
Trichomonas vaginalis trichomoniasis,A trichomoniasis that involves infection of the urogenital tract,urogenital trichomonas,urethral disease
prolapse of urethra,A prolapse of female genital organ that is characterized by the descent of the urethra from the normal anatomic location toward or through the vaginal opening.,Urethrocele,urethral disease
urethral obstruction,A Chagas disease that involves deterioration of the function of the myocardium caused due to Trypanosoma cruzi infection,Obstruction of urethra,urethral disease
urethritis,An agnosia that is a loss of the ability to recognize text.,Nongonococcal urethritis,urethral disease
urethral intrinsic sphincter deficiency,A secondary syphilis that involves infection of the liver by the spirochete Treponema pallidum,Intrinsic (urethral) sphincter deficiency [ISD],urethral disease
obsolete primary genital syphilis,A secondary syphilis that involves infection of the liver by the spirochete Treponema pallidum,primary genital syphilis (disorder) [Ambiguous],urethral disease
obsolete secondary cutaneous syphilis,A secondary syphilis that involves infection of the liver by the spirochete Treponema pallidum,secondary syphilis of skin or mucus membranes NOS (disorder),urethral disease
obsolete primary anal syphilis,A primary syphilis that is characterized by occurence of painless sores on the anus,primary anal syphilis (disorder),urethral disease
obsolete secondary syphilitic lymphadenitis,A primary syphilis that is characterized by occurence of painless sores on the anus,secondary syphilitic lymphadenitis,urethral disease
urethral syndrome,A pervasive developmental disorder that is a rare condition characterized by late onset (>3 years of age) of developmental delays in language,Cochlear active Mnire's disease,urethral disease
urethral benign neoplasm,An endometrial adenocarcinoma that is characterized by the presence of abundant mucin.,neoplasm. urethra,urethral disease
obsolete inferior vena cava leiomyosarcoma,An endometrial adenocarcinoma that is characterized by the presence of abundant mucin.,leiomyosarcoma of the Inferior Vena Cava,urethral disease
urethra cancer,An urinary tract cancer that derives_from the tissues of the urethra.,urethral Ca,urethral disease
gonorrhea,A primary bacterial infectious disease that is a sexually transmitted infection,chronic gonococcal infectious disease of upper genitourinary tract,urethral disease
fibroepithelial polyp of urethra,A vaginal adenoma that is a polyp that resembles colorectal tubulovillous adenoma.,urethral Fibroepithelial polyp,urethral disease
urethral false passage,A parasitic helminthiasis infectious disease that involves infection by parasitic flatworms known as tapeworms living in the vertebrate digestive tract.,Zoophilia,urethral disease
urethral diverticulum,A disease by infectious agent that results in infection,Unilateral incomplete cleft palate with cleft lip (disorder),urethral disease
urethral gland abscess,A carbohydrate metabolic disorder that involves a defect in galactose metabolism resulting in toxic levels of galactose 1-phosphate in various tissues.,Galactose intolerance,urethral disease
obsolete Excessive vomiting starting after 22 completed weeks of gestation,A carbohydrate metabolic disorder that involves a defect in galactose metabolism resulting in toxic levels of galactose 1-phosphate in various tissues.,antepartum late vomiting of pregnancy,urethral disease
