Name,Definition,Synonym,Output
atrophy of testis,An osteosclerosis that results_in numerous bone islands located_in skeleton.,Ulceroglandular tularemia,testicular disease
spermatic cord torsion,An osteosclerosis that results_in numerous bone islands located_in skeleton.,Torsion of testis,testicular disease
hematocele of tunica vaginalis testis,A protein-energy malnutrition that is characterized by severe caloric deprivation,male hematocele,testicular disease
orchitis,A skin carcinoma affecting basal cells.,Orchititis,testicular disease
granulomatous orchitis,A lung disease that is characterized by inflammation and altered lung interstitium compromising pulmonary function and often has_symptom shortness of breath,Non-Specific Granulomatous Orchitis,testicular disease
obsolete testicular non-neoplastic disease,A lung disease that is characterized by inflammation and altered lung interstitium compromising pulmonary function and often has_symptom shortness of breath,Non-Specific Granulomatous Orchitis,testicular disease
obsolete Acinetobacter infectious disease,A lung disease that is characterized by inflammation and altered lung interstitium compromising pulmonary function and often has_symptom shortness of breath,Non-Specific Granulomatous Orchitis,testicular disease
obsolete opportunistic Moraxellaceae infectious disease,A lung disease that is characterized by inflammation and altered lung interstitium compromising pulmonary function and often has_symptom shortness of breath,Non-Specific Granulomatous Orchitis,testicular disease
testicular infarct,An auditory system cancer that is located_in the middle ear.,testicular infarction,testicular disease
obsolete achromic nevus,An auditory system cancer that is located_in the middle ear.,Nonpigmented nevus (morphologic abnormality),testicular disease
