Name,Definition,Synonym,Output
viral meningitis,A meningitis that has_material_basis_in a viral infection.,Mumps meningitis (disorder),meningitis
obsolete Mumps virus encephalitis,A Mumps virus infectious disease that results_in inflammation located_in brain,Mumps encephalitis (disorder),meningitis
obsolete Mumps virus pancreatitis,A Mumps virus infectious disease that results_in inflammation located_in pancreas,Mumps pancreatitis (disorder),meningitis
chronic meningitis,A pneumoconiosis that results_in humans that also have rheumatoid arthritis.,subchronic residual schizophrenia (disorder),meningitis
obsolete subchronic latent schizophrenia,A pneumoconiosis that results_in humans that also have rheumatoid arthritis.,subchronic latent schizophrenia (disorder),meningitis
obsolete latent schizophrenia,A pneumoconiosis that results_in humans that also have rheumatoid arthritis.,Unspecified latent schizophrenia (disorder),meningitis
fungal meningitis,A meningitis that has_material_basis_in a fungal infection.,Candidal meningitis (disorder),meningitis
arachnoiditis,A viral infectious disease that results in infection located in brain,Lymphocytic meningoencephalitis,meningitis
aseptic meningitis,A meningitis that is characterized by meningeal inflammation not caused by an identifiable bacterial pathogen in the cerebrospinal fluid. A large majority of them are caused by enteroviruses.,acute aseptic meningitis,meningitis
bacterial meningitis,A meningitis that has_material_basis_in a bacterial infection.,Turner-Kiser syndrome,meningitis
