Name,Definition,Synonym,Output
La Crosse encephalitis,A viral infectious disease that results_in inflammation located_in brain,Neuroinvasive California encephalitis virus infection,brain disease
obsolete West Nile virus neurological syndrome,A West Nile virus infectious disease that has_material_basis_in West Nile virus,WNNS,brain disease
granulomatous amebic encephalitis,A parasitic protozoa infectious disease that results in infection of the brain caused by Acanthamoeba or Balamuthia mandrillaris. The symptoms include headaches,granulomatous amoebic encephalitis,brain disease
obsolete parasitic stramenopiles infectious disease,A parasitic infectious disease that involves infection caused by parasitic members of the taxon stramenopiles,granulomatous amoebic encephalitis,brain disease
obsolete Brugia timori filariasis,A filarial elephantiasis that involves parasitic infection by the nematode Brugia timori,granulomatous amoebic encephalitis,brain disease
baylisascariasis,A parasitic helminthiasis infectious disease that involves parasitic infection of the intestine caused by the larvae of Baylisascaris procyonis,granulomatous amoebic encephalitis,brain disease
Joubert syndrome,A ciliopathy that is characterized by congenital malformation of the brainstem and agenesis or hypoplasia of the cerebellar vermis leading to an abnormal respiratory pattern,JBTS,brain disease
diabetic encephalopathy,A brain disease that is characterized by functional impairment of cognition,obstructive sleep apnea syndrome,brain disease
benign glioma,A cell type benign neoplasm that has_material_basis_in glial cells.,skeletal system cancer,brain disease
homocarnosinosis,A gamma-amino butyric acid metabolism disorder that is characterized by an excess of homocarnosine in the brain and has_material_basis_in a deficiency of serum carnosinase in its ability to hydrolyze homocarnosine.,SSADH,brain disease
porencephaly,A brain disease that is characterized by encephalomalacia and cystic brain lesions.,drooping eyelid,brain disease
arteriovenous malformations of the brain,A central nervous system benign neoplasm that derives_from endothelial cells and that is located_in the brain.,intracranial arteriovenous malformation,brain disease
PEHO syndrome,A brain disease that is characterized by extreme cerebellar atrophy due to almost total granule neuron loss.,fibromyxoid sarcoma,brain disease
COL4A1-related familial vascular leukoencephalopathy,A brain disease that is characterized by fragile small blood vessels in the brain,leukoencephalopathy with Axenfeld-Riegar anomaly,brain disease
cortical dysplasia-focal epilepsy syndrome,A brain disease that is characterized by cortical dysplasia,PTHSL1,brain disease
complex cortical dysplasia with other brain malformations,A brain disease characterized by aberrant neuronal migration and disturbed axonal guidance resulting in variable brain malformations.,CDCBM,brain disease
infantile cerebral and cerebellar atrophy with postnatal progressive microcephaly,A brain disease characterized by cerebral and cerebellar atrophy,postnatal progressive microcephaly,brain disease
familial febrile seizures,A brain disease characterized by seizures during childhood associated with febrile episodes without any evidence of intracranial infection or defined pathologic or traumatic cause with a familial pattern of inheritance.,FEB,brain disease
sparganosis,A parasitic helminthiasis infectious disease that involves parasitic infection by the genus Spirometra. A painful nodule develops after the plerocercoid larvae migrate to the brain causing cerebral sparganosis. Subcutaneous tissue,Sparganosis,brain disease
paragonimiasis,A parasitic helminthiasis infectious disease that involves parasitic infection by flukes of the genus Paragonimus. In the acute phase,pulmonary paragonimiasis,brain disease
Eastern equine encephalitis,A viral infectious disease that results in inflammation located in brain of horses and humans,Neuroinvasive Eastern equine encephalitis virus infection,brain disease
Murray Valley encephalitis,A viral infectious disease that results_in inflammation located_in brain,Australian X disease,brain disease
Western equine encephalitis,A viral infectious disease that results_in inflammation located_in brain of horses and humans,WEE,brain disease
Japanese encephalitis,A viral infectious disease that results_in infection located_in brain,Japanese B encephalitis,brain disease
brain compression,A brain disease that is characterized by pressure on the intracranial tissues by an effusion of blood or cerebrospinal fluid,Perinatal jaundice due to hepatocellular damage,brain disease
alveolar echinococcosis,An echinococcosis that is caused by the larvae of Echinococcus multilocularis affecting the liver as a slow growing,small fox tapeworm,brain disease
obsolete Tympanosclerosis of tympanic membrane only,An echinococcosis that is caused by the larvae of Echinococcus multilocularis affecting the liver as a slow growing,Tympanosclerosis involving tympanic membrane only (disorder),brain disease
