Name,Definition,Synonym,Output
Caroli disease,A bile duct disease that is characterized by abnormal dilatation of the intrahepatic bile ducts.,bronchioalveolar carcinoma,bile duct disease
ampulla of Vater neoplasm,A small intestine cancer that is located_in the beginning section of the small intestine.,tumor of the ampulla of Vater,bile duct disease
extrahepatic bile duct lipoma,A biliary tract benign neoplasm that is located_in the extrahepatic bile duct and derives_from fat cells.,Lipoma of the extrahepatic bile duct,bile duct disease
obsolete calculus of gallbladder and bile duct without cholecystitis,A biliary tract benign neoplasm that is located_in the extrahepatic bile duct and derives_from fat cells.,calculus of gallbladder and bile duct without cholecystitis,bile duct disease
cholestasis,A protein-energy malnutrition that is characterized by severe lack of protein and edema or anasarca,Obstruction of bile duct,bile duct disease
obsolete magnesium deficiency,A protein-energy malnutrition that is characterized by severe lack of protein and edema or anasarca,Magnesium deficiency (disorder),bile duct disease
obsolete potassium deficiency,A protein-energy malnutrition that is characterized by severe lack of protein and edema or anasarca,potassium deficiency,bile duct disease
obsolete fetal nutrition disorder,A protein-energy malnutrition that is characterized by severe lack of protein and edema or anasarca,disorder of fetal nutrition (disorder),bile duct disease
common bile duct disease,A pyoderma that is characterized by brown,Myxosarcoma,bile duct disease
extrahepatic bile duct leiomyoma,A gastrointestinal system benign neoplasm that derives_from smooth muscle cells and that is located_in the extrahepatic bile duct.,leiomyoma of the extrahepatic bile duct,bile duct disease
bile duct adenoma,A biliary tract benign neoplasm that results_in a small firm white nodule with multiple bile ducts that are located_in a fibrous stroma.,Cholangioadenoma,bile duct disease
bile duct cystadenoma,A biliary tract benign neoplasm that is located_in the bile duct and derives_from epithelial cells.,Cystadenoma of the bile duct,bile duct disease
choledochal cyst,A sleep disorder that involves an excessive urge to sleep at inappropriate times,Congenital choledochal cyst,bile duct disease
obsolete Hodgkin's granuloma involving lymph nodes of multiple sites,A sleep disorder that involves an excessive urge to sleep at inappropriate times,Hodgkin's granuloma of lymph nodes of multiple sites (disorder),bile duct disease
cholangitis,A bile duct disease that is an inflammation of the bile duct.,squamous papilloma of the Cervix Uteri,bile duct disease
obsolete infectious disease of the breast and nipple associated with childbirth,A bile duct disease that is an inflammation of the bile duct.,squamous papilloma of the Cervix Uteri,bile duct disease
