Name,Definition,Synonym,Output
nonsyndromic deafness,An auditory system disease that is associated with permanent hearing loss caused by damage to structures in the inner ear and/or the middle ear,nonsyndromic hereditary hearing loss,auditory system disease
discharging ear,A viral infectious disease that results in infection in sheep and rarely humans,vitamin A deficiency with conjunctival xerosis (disorder),auditory system disease
obsolete Mumps virus hepatitis,A Mumps virus infectious disease that results_in inflammation located_in liver,Mumps hepatitis (disorder),auditory system disease
dislocation of ear ossicle,A hypersensitivity vasculitis that is characterized by purpura (purplish plaques),secondary thrombocytopenia,auditory system disease
obsolete malignant esophageal neoplasm by anatomic region,A hypersensitivity vasculitis that is characterized by purpura (purplish plaques),secondary thrombocytopenia,auditory system disease
adhesive otitis media,An auditory system disease that is characterized by a thin retracted ear drum becomes sucked into the middle-ear space and stuck (i.e.,chronic adhesive otitis media,auditory system disease
necrosis of ear ossicle,A refractive error characterized by the optics of the eye to focus a point object into a sharp focused image on the retina,partial loss or necrosis of ear ossicles,auditory system disease
retrocochlear disease,A male reproductive organ benign neoplasm that derives_from smooth muscle cells and that is located_in the prostate.,Prostatic leiomyoma,auditory system disease
inner ear disease,A Reoviridae infectious disease that results_in infection in vertebrates,labyrinthine disease,auditory system disease
obsolete intra-abdominal lymphangioma,A Reoviridae infectious disease that results_in infection in vertebrates,labyrinthine disease,auditory system disease
external ear disease,An X-linked dominant disease that is characterized by skeletal malformations,Preauricular sinus or fistula,auditory system disease
middle ear disease,An auditory system cancer that is located_in the middle ear.,tumor of the middle ear,auditory system disease
auditory system cancer,An organ system cancer located_in the ear and characterized by uncontrolled cellular proliferation of the auditory organs.,Resectable carcinoma of the Small Bowel,auditory system disease
