Name,Definition,Synonym,Output
macrocystic pattern testicular yolk sac tumor,A cystic teratoma that is present in an adult.,hairy cell leukemia of spleen,testicular yolk sac tumor
obsolete ovarian dermoid cyst with squamous cell carcinoma,A cystic teratoma that is present in an adult.,hairy cell leukemia of spleen,testicular yolk sac tumor
endodermal sinus pattern testicular yolk sac tumor,An endometrial adenocarcinoma that is characterized by the presence of abundant mucin.,leiomyosarcoma of the Inferior Vena Cava,testicular yolk sac tumor
obsolete breast carcinoma metastatic to the brain,An endometrial adenocarcinoma that is characterized by the presence of abundant mucin.,leiomyosarcoma of the Inferior Vena Cava,testicular yolk sac tumor
solid pattern testicular yolk sac tumor,An ovarian disease that is characterized by the presence of nests of luteinized theca cells scattered throughout the ovary,recurrent Rectal carcinoma,testicular yolk sac tumor
obsolete teratoma of CNS with malignant transformation,An ovarian disease that is characterized by the presence of nests of luteinized theca cells scattered throughout the ovary,teratoma of the central nervous system with malignant Transformation,testicular yolk sac tumor
polyvesicular vitelline pattern testicular yolk sac tumor,A central nervous system childhood germ cell tumor that is characterized by germ cell tumor,germ cell neoplasm of the pediatric brain,testicular yolk sac tumor
glandular-alveolar pattern testicular yolk sac tumor,A squamous cell carcinoma that is located_in the maxillary sinus.,Unspecified schizophrenia,testicular yolk sac tumor
obsolete old burn scar-related squamous cell carcinoma of skin,A squamous cell carcinoma that is located_in the maxillary sinus.,Old Burn Scar-Related squamous cell carcinoma of the skin,testicular yolk sac tumor
myxomatous pattern testicular yolk sac tumor,A breast myoepitheliosis that is characterized by multifocal,Occlusion and stenosis of carotid artery,testicular yolk sac tumor
papillary pattern testicular yolk sac tumor,A connective tissue disease characterized by inflammation located_in the mediastinum,recurrent Vulvar carcinoma,testicular yolk sac tumor
obsolete recurrent pediatric hepatoma,A connective tissue disease characterized by inflammation located_in the mediastinum,recurrent pediatric Hepatocellular carcinoma,testicular yolk sac tumor
hepatoid pattern testicular yolk sac tumor,A connective tissue disease characterized by inflammation located_in the mediastinum,recurrent pediatric Hepatocellular carcinoma,testicular yolk sac tumor
obsolete ovarian dermoid cyst with melanoma,A connective tissue disease characterized by inflammation located_in the mediastinum,recurrent pediatric Hepatocellular carcinoma,testicular yolk sac tumor
obsolete bursa syphilis,A connective tissue disease characterized by inflammation located_in the mediastinum,Syphilis of synovium,testicular yolk sac tumor
enteric pattern testicular yolk sac tumor,A cervical adenosquamous carcinoma that is a rare form and is composed of cells with a glass-like cytoplasm.,C3 deficiency,testicular yolk sac tumor
obsolete inferior vena cava malignant neoplasm,A cervical adenosquamous carcinoma that is a rare form and is composed of cells with a glass-like cytoplasm.,malignant tumor of Inferior Vena Cava,testicular yolk sac tumor
obsolete esophageal adenocarcinoma recurrent,A cervical adenosquamous carcinoma that is a rare form and is composed of cells with a glass-like cytoplasm.,relapsed adenocarcinoma of the esophagus,testicular yolk sac tumor
reticular pattern testicular yolk sac tumor,A cervical adenosquamous carcinoma that is a rare form and is composed of cells with a glass-like cytoplasm.,mixed Choriocarcinoma and Seminoma of testis,testicular yolk sac tumor
