Name,Definition,Synonym,Output
cholelithiasis,A biliary tract benign neoplasm that is located_in the extrahepatic bile duct and derives_from fat cells.,calculus of gallbladder and bile duct without cholecystitis,gallbladder disease
strawberry gallbladder,A viral infectious disease that results in infection in sheep and rarely humans,Cholesterolosis of gallbladder,gallbladder disease
obsolete conjunctival degenerations and deposits,A viral infectious disease that results in infection in sheep and rarely humans,Conjunctival degenerations and deposits (disorder),gallbladder disease
obsolete vitamin A deficiency with conjunctival xerosis,A viral infectious disease that results in infection in sheep and rarely humans,vitamin A deficiency with conjunctival xerosis (disorder),gallbladder disease
obsolete vitamin A deficiency,A viral infectious disease that results in infection in sheep and rarely humans,vitamin A deficiency with conjunctival xerosis (disorder),gallbladder disease
cholecystolithiasis,A cell type cancer that has_material_basis_in abnormally proliferating cells derives from embryonic mesoderm.,Glaucoma with increased episcleral venous pressure (disorder),gallbladder disease
biliary dyskinesia,A gallbladder disease characterized by altered tonus of the sphincter of Oddi,sphincter of oddi dysfunction,gallbladder disease
occlusion of gallbladder,A bacterial conjuctivitis that is characterized by pain and tenderness in the eyeball and conjuctival discharge.,Obstruction of gallbladder,gallbladder disease
hydrops of gallbladder,A bacterial conjuctivitis that is characterized by pain and tenderness in the eyeball and conjuctival discharge.,Obstruction of gallbladder,gallbladder disease
obsolete meningococcal myocarditis,A bacterial conjuctivitis that is characterized by pain and tenderness in the eyeball and conjuctival discharge.,Obstruction of gallbladder,gallbladder disease
