Name,Definition,Synonym,Output
ophthalmomyiasis,A myiasis that involves parasitic infestation of Oestrus ovis larvae in the eye causing severe irritation,granulomatous amoebic encephalitis,eye disease
Aland Island eye disease,An eye disease characterized by fundus hypopigmentation,FORSIUS-ERIKSSON TYPE OCULAR ALBINISM,eye disease
ocular albinism,An eye disease that is characterized by reduced pigmentation of the iris and the resulting impairment of visual acuity without significantly affecting the color of skin or hair and has_material_basis in mutation in the GPR143 gene that encodes segments of the melanosomes that stores melanin.,ALLAN-HERNDON SYNDROME,eye disease
Cogan syndrome,An eye disease characterized by nonsyphilitic interstitial keratitis located_in cornea,diffuse interstitual keratitis,eye disease
Cogan-Reese syndrome,An eye disease characterized by variable iris atrophy,diffuse interstitual keratitis,eye disease
ptosis,An eye disease characterized by the drooping or falling of the upper or lower eyelid.,drooping eyelid,eye disease
anterior segment dysgenesis,An eye disease that is characterized by iris hypoplasia,sclerocornea with other ocular anomalies,eye disease
pigment dispersion syndrome,An eye disease characterized by slit-like depigmented areas of the iris with up to 50% of patients going on to develop glaucoma.,pigment-dispersion type glaucoma,eye disease
Sveinsson chorioretinal atrophy,An eye disease characterized by presence in the fundus of progressive bilateral retinal and choroidal atrophy leading to central vision loss that has_material_basis_in heterozygous muation in TEAD1 on 11p15.3.,SCRA,eye disease
eye accommodation disease,An eye disease that is characterized by decreased ability to change the optical power of the eye to maintain a clear image.,Paresis of accommodation,eye disease
cysticercosis,A taeniasis that results from ingestion of eggs or larvae of the Taenia solium tapeworm in undercooked pork or fecally contaminated food or water,tenia solium infectious disease,eye disease
corneal disease,An eye disease that affects the cornea,dyspigmentation of eyelid,eye disease
asthenopia,A vein disease that is characterized by impaired flow of blood through the veins.,Accommodative strain,eye disease
obsolete Chlamydia trachomatis peritonitis,A vein disease that is characterized by impaired flow of blood through the veins.,venereal disease of peritoneum due to Chlamydia trachomatis,eye disease
obsolete secondary malignant neoplasm to the thymus,A vein disease that is characterized by impaired flow of blood through the veins.,metastatic tumor to the Thymus,eye disease
obsolete metastases to mediastinum,A vein disease that is characterized by impaired flow of blood through the veins.,secondary malignant neoplasm of mediastinum,eye disease
neuroretinitis,An ischemic bone disease that results_in necrosis located_in bone.,Papilloretinitis,eye disease
amblyopia,A primary bacterial infectious disease that results in infection located in skin,Strabismic amblyopia,eye disease
microphthalmia,An eye disease where one or both eyeballs are abnormally small.,simple microphthalmos,eye disease
lens disease,An eye disease that affects the lens of the eye,Water clefts,eye disease
trachoma,A commensal bacterial infectious disease that results_in infection located_in eye,trachoma dubium,eye disease
scleral disease,An eye disease that affects the sclera,corneal arcus,eye disease
obsolete congenital osteodystrophy,An eye disease that affects the sclera,corneal arcus,eye disease
obsolete Meniere's disease in remission,An eye disease that affects the sclera,Mnire's disease in remission,eye disease
obsolete epilepsia partialis continua,An eye disease that affects the sclera,Mnire's disease in remission,eye disease
obsolete grand mal status epilepticus,An eye disease that affects the sclera,Grand mal status,eye disease
obsolete epilepsia partialis continua with intractable epilepsy,An eye disease that affects the sclera,Grand mal status,eye disease
coloboma,An eye disease characterized by missing pieces of tissue in structures that form the eye,congenital ocular coloboma,eye disease
globe disease,An eye disease that involves the globe of the eye.,Psychogenic dysmenorrhoea,eye disease
loiasis,A filariasis that involves parasitic infection of the skin and eyes caused by the nematode Loa loa,Tetanus neonatorum,eye disease
obsolete candidal endocarditis,A candidiasis that results_in inflammation located_in endocardium,Candidal endocarditis (disorder),eye disease
obsolete candidal otitis externa,A candidiasis that involves fungal infection of the outer ear canal caused by Candida species. The symptoms include discharge,otomycosis in moniliasis,eye disease
obsolete candidal enteritis,A candidiasis that involves infection of the small intestine caused by Candida species,intestinal moniliasis,eye disease
visual pathway disease,An eye disease that affects the neural pathway from the optic nerve to the visual cortex,Obstruction of lacrimal ducts,eye disease
lacrimal apparatus disease,An eye disease that affects the lacrimal apparatus (the lacrimal gland and its related structures) which moisten and drain the eye.,small intestinal Lymphoma,eye disease
blindness,An eye disease characterized by a lack or loss of vision.,visual impairment,eye disease
dipetalonemiasis,A filariasis that is a zoonotic infection caused by the nematode of the genus Dipetalonema,Infection by Dipetalonema perstans,eye disease
Axenfeld-Rieger syndrome,An autosomal dominant disease characterized by abnormalities of the front part of the eye,Rieger's anomaly,eye disease
glaucoma,An eye disease that is characterized by an unstable or a sustained increase in the intraocular pressure which the eye cannot withstand without damage to its structure or impairment of its function.,Heart-congenital defect,eye disease
ocular cancer,A sensory system cancer located_in the eye that is characterized by uncontrolled cellular proliferation in the eye.,Ocular tumor,eye disease
pupil disease,A multiple sclerosis that is characterized by relapse (attacks of symptom flare-ups) followed by remission (periods of recovery). Symptoms may vary from mild to severe,Pupillary disorder,eye disease
obsolete Vibrio cholerae O1 biovar El Tor cholera,A cholera that involves infection of the intestine caused by Vibrio cholerae serogroup O1 biovar El Tor.,Vibrio cholerae O1 biovar eltor cholera,eye disease
uveal disease,An eye disease affecting the uvea,Uveal tumor,eye disease
conjunctival disease,An eye disease affecting the conjunctiva,PRION DEMENTIA,eye disease
retinal disease,An eye disease that is located_in the retina.,Retinal nerve fiber bundle deficiency,eye disease
ocular hypotension,A parasitic ectoparasitic infectious disease that involves infestation of mites belonging to the family Sarcoptidae,Hypotony of eye,eye disease
fundus dystrophy,A lower respiratory tract disease in which the function of the lungs is adversely affected by narrowing or blockage of the airways resulting in poor air flow,Retinal Dystrophy,eye disease
chorioretinitis,A parasitic helminthiasis infectious disease that involves parasitic infection of the intestine by Fasciolopsis buski. The symptoms include diarrhea,retinochoroiditis,eye disease
obsolete inborn metabolic brain disease,A parasitic helminthiasis infectious disease that involves parasitic infection of the intestine by Fasciolopsis buski. The symptoms include diarrhea,retinochoroiditis,eye disease
ocular hypertension,An eye disease that is characterized by elevated intraocular pressure in the absence of optic nerve damage or visual field loss.,PKU,eye disease
scotoma,A parasitic helminthiasis infectious disease that involves infection by parasitic flatworms known as tapeworms living in the vertebrate digestive tract.,Sector or arcuate visual field defects,eye disease
keratoconjunctivitis,An asthma that is a life threatening condition with progressive respiratory failure,Seminal vesiculitis,eye disease
exophthalmos,An eye disease that is characterized by a bulging of the eye anteriorly out of the orbit.,proptosis,eye disease
obsolete postural kyphosis,A kyphosis that has_material_basis_in slouching which results_in stretching of spinal ligament and abnormal formation located_in vertebra.,proptosis,eye disease
