Name,Definition,Synonym,Output
tinea barbae,A dermatophytosis that results_in fungal infection which effects horny layer of epidermis of the bearded areas located_in face or located_in neck,dermatophytosis of beard,dermatophytosis
tinea cruris,A dermatophytosis that results_in fungal skin infection located_in groin,Dhobie itch,dermatophytosis
tinea corporis,A dermatophytosis that results_in fungal infection located_in skin,Dermatophytosis of the trunk,dermatophytosis
tinea pedis,A dermatophytosis that results_in fungal infection located_in skin of foot,ringworm of foot,dermatophytosis
obsolete tinea,A cutaneous mycosis that results_in fungal infection located_in skin,ringworm,dermatophytosis
tinea unguium,A dermatophytosis that results_in fungal infection located_in nail,Tinea unguium,dermatophytosis
obsolete abdominal actinomycosis,An actinomycosis that involves invasion and infiltration located_in large intestine,Tinea unguium,dermatophytosis
obsolete cutaneous actinomycosis,An actinomycosis that results_in infection located_in skin,Tinea unguium,dermatophytosis
tinea manuum,A dermatophytosis that results_in fungal skin infection located_in hand,Tinea manus,dermatophytosis
tinea capitis,A dermatophytosis that results_in contagious fungal infection located_in scalp,Trichophyton rubrum tinea capitis,dermatophytosis
obsolete anterior mediastinum cancer,A dermatophytosis that results_in contagious fungal infection located_in scalp,Trichophyton rubrum tinea capitis,dermatophytosis
