Name,Definition,Synonym,Output
vitamin metabolic disorder,An inherited metabolic disorder resulting from a deficiency in vitamin or vitamin cofactor transport or metabolism.,Cobalamin F deficiency,inherited metabolic disorder
pyrimidine metabolic disorder,An inherited metabolic disorder involving dysfunction of pyrimidine metabolism.,FENIB,inherited metabolic disorder
multiple acyl-CoA dehydrogenase deficiency,An inherited metabolic disorder characterized by the body's inability to break down proteins and fats to produce energy. It is a disorder of fatty acid,MADD,inherited metabolic disorder
glycerol kinase deficiency,An inherited metabolic disorder characterized_by wide range of phenotypic variability; patients can have severe metabolic and CNS abnormalities,punctate palmoplantar keratoderma type 3,inherited metabolic disorder
thiopurine S-methyltransferase deficiency,An inherited metabolic disease that is characterized by significantly reduced activity of an enzyme that helps the body process drugs called thiopurines.,TPMT deficiency,inherited metabolic disorder
trimethylaminuria,An inherited metabolic disorder characterized by the inabilty to break down trimethylamine and has_material_basis_in homozygous or compound heterozygous mutation in the gene encoding flavin-containing monooxygenase-3 on chromosome 1q24.,fish-odor syndrome,inherited metabolic disorder
aromatic L-amino acid decarboxylase deficiency,An inherited metabolic disorder that is characterized by reduced production of serotonin and dopamine resulting in hypotonia,AADC deficiency,inherited metabolic disorder
phosphoribosylpyrophosphate synthetase superactivity,An inherited metabolic disorder characterized by increased synthesis of phosphoribosylpyrophosphate resulting in increased production of uric acid and purine that has_material_basis_in X-linked recessive inheritance of mutations in PRPS1 on Xq22.3 that result in increased activity of the gene. The mild form of the disease has late-juvenile or early adult onset while the more severe form has infantile or early-childhood onset.,PRPS1 superactivity,inherited metabolic disorder
isolated sulfite oxidase deficiency,An inherited metabolic disorder characterized by increased sulfite in the urine with markedly decreased inorganic sulfate excretion and resulting in variable phenotypes ranging from severe early onset disease to late-onset,sulfocysteinuria,inherited metabolic disorder
isolated elevated serum creatine phosphokinase levels,An inherited metabolic disorder characterized by elevated serum creatine kinase levels in the absence of muscle weakness or other symptoms that has_material_basis_in in some cases in heterozygous mutation in CAV3 on chromosome 3p25.3.,isolated hyperCKemia,inherited metabolic disorder
porphyria,An inherited metabolic disorder that involves certain enzymes in the heme bio-synthetic pathway resulting in the overproduction and accumulation of the porphyrins.,Porphyrinopathy,inherited metabolic disorder
plasma protein metabolism disease,An inherited metabolic disorder that involves plasma protein metabolism malfunction.,Polyclonal hypergammaglobulinemia,inherited metabolic disorder
bilirubin metabolic disorder,An inherited metabolic disorder that involves elevated levels of bilirubin resulting from disruption of bilirubin metabolism.,hyperbilirubinemia,inherited metabolic disorder
carbohydrate metabolic disorder,An inherited metabolic disorder that affect the catabolism and anabolism of carbohydrates.,inborn errors of carbohydrate metabolism,inherited metabolic disorder
lipid metabolism disorder,An inherited metabolic disorder that involves the creation and degradation of lipids.,fatty acid metabolism disorder,inherited metabolic disorder
lysosomal storage disease,An inherited metabolic disorder that involve an abnormal accumulation of substances inside the lysosome resulting from defects in lysosomal function.,lysosomal storage metabolism disorder,inherited metabolic disorder
obsolete hereditary central nervous system demyelinating disease,An inherited metabolic disorder that involve an abnormal accumulation of substances inside the lysosome resulting from defects in lysosomal function.,lysosomal storage metabolism disorder,inherited metabolic disorder
purine-pyrimidine metabolic disorder,An inherited metabolic disorder involving dysfunction of purine and pyrimidine metabolism.,inborn errors of purine-pyrimidine metabolism,inherited metabolic disorder
mitochondrial metabolism disease,An inherited metabolic disorder that involves mitochondrial metabolism dysfunction.,recurrent squamous cell carcinoma of the lung,inherited metabolic disorder
obsolete recurrent large cell carcinoma of lung,An inherited metabolic disorder that involves mitochondrial metabolism dysfunction.,relapsed large cell carcinoma of the lung,inherited metabolic disorder
obsolete recurrent adenocarcinoma of lung,An inherited metabolic disorder that involves mitochondrial metabolism dysfunction.,lung Adenocarcinoma,inherited metabolic disorder
obsolete malignant vaginal mixed tumor resembling synovial sarcoma,An inherited metabolic disorder that involves mitochondrial metabolism dysfunction.,lung Adenocarcinoma,inherited metabolic disorder
metal metabolism disorder,An inherited metabolic disorder that involves metabolic disturbances in the processing or distribution of dietary minerals.,inborn metal metabolism disorder,inherited metabolic disorder
obsolete Measles virus keratoconjunctivitis,A Measles virus infectious disease that results_in inflammation located_in cornea and located_in conjunctiva,inborn metal metabolism disorder,inherited metabolic disorder
obsolete Hodgkin's sarcoma involving spleen,A Measles virus infectious disease that results_in inflammation located_in cornea and located_in conjunctiva,Hodgkin's sarcoma of spleen (disorder),inherited metabolic disorder
peroxisomal disease,An inherited metabolic disorder that involves peroxisome malfunction.,peroxisomal disorder,inherited metabolic disorder
amino acid metabolic disorder,An inherited metabolic disorder that is characterized by impaired synthesis and degradation of amino acids.,inborn errors of amino acid metabolism,inherited metabolic disorder
