Name,Definition,Synonym,Output
villous adenoma,An adenoma that is located_in the colon and other places in the gastrointestinal tract and sometimes in other parts of the body.,opticoacoustic nerve atrophy with dementia,adenoma
uterine corpus adenomatoid tumor,An uterine benign neoplasm that is characterized by the formation of gland-like structures,uterine corpus localized epithelial Mesothelioma,adenoma
cystadenoma,An adenoma that forms a cyst.,Cystoma,adenoma
obsolete mucinous neoplasm,An adenoma that forms a cyst.,mucinous tumor,adenoma
intracystic papillary adenoma,An angiosarcoma and sarcoma of liver and hemangioma of intra-abdominal structure and Ca liver - primary that is located_in the liver.,Intracystic papilloma,adenoma
papillary adenoma,A cell type benign neoplasm composed_of epithelial cells located_in the ectodermal or endodermal cells linking body cavities.,Papillary adenoma,adenoma
fallopian tube adenomatoid tumor,A fallopian tube benign neoplasm that derives_from mesothelium.,PNS Ganglioneuroblastoma,adenoma
mixed cell adenoma,An adenoma that has_material_basis_in more than one cell type.,Cystadenoma of the bile duct,adenoma
clear cell adenoma,An adenoma that is composed_of cells with a clear cytoplasm located_in ovary.,Clear cell adenoma,adenoma
lipoadenoma,An adenoma that is composed_of epithelial cells admixed with adipose tissue cells.,Prolactin-Producing Pituitary Gland Carcinoma,adenoma
obsolete ovine pulmonary adenomatosis,A viral infectious disease that results_in bronchioloalveolar carcinoma in ovine,Tumor Virus Infections,adenoma
water-clear cell adenoma,An adenoma that derives_from epithelial cells which have clear cytoplasm.,Water-clear cell adenoma,adenoma
epididymis adenomatoid tumor,A male reproductive organ benign neoplasm that is located_in the epididymis.,benign Epididymal epithelial Mesothelioma,adenoma
