Name,Definition,Synonym,Output
erysipeloid,A primary bacterial infectious disease that results_in infection located_in skin,Tobia fever,primary bacterial infectious disease
obsolete abortive plague,A primary bacterial infectious disease that results_in infection located_in skin,Tobia fever,primary bacterial infectious disease
obsolete cutaneous listeriosis,A primary bacterial infectious disease that results_in infection located_in skin,Tobia fever,primary bacterial infectious disease
obsolete Listeria meningoencephalitis,A primary bacterial infectious disease that results_in infection located_in skin,Tobia fever,primary bacterial infectious disease
obsolete Listeria septicaemia,A primary bacterial infectious disease that results_in infection located_in skin,Tobia fever,primary bacterial infectious disease
obsolete pestis minor,A bubonic plague that results_in a benign form of bubonic plague,Tobia fever,primary bacterial infectious disease
obsolete Yersinia pestis infectious disease,A bubonic plague that results_in a benign form of bubonic plague,Tobia fever,primary bacterial infectious disease
obsolete plague meningitis,A bubonic plague that results_in a benign form of bubonic plague,Tobia fever,primary bacterial infectious disease
Buruli ulcer disease,A primary bacterial infectious disease that results_in infection located_in skin or located_in subcutaneous tissue,Searle's ulcer,primary bacterial infectious disease
sennetsu fever,A primary bacterial infectious disease that results_in infection,Sennetsu ehrlichiosis,primary bacterial infectious disease
salmonellosis,A primary bacterial infectious disease caused by the bacteria of the genus Salmonella. It has sypmtoms diarrhea,Salmonella infection,primary bacterial infectious disease
pinta disease,A primary bacterial infectious disease that results_in infection located_in skin,calculus of gallbladder and bile duct without cholecystitis,primary bacterial infectious disease
obsolete failed induction,A primary bacterial infectious disease that results_in infection located_in skin,Failed mechanical induction of labor,primary bacterial infectious disease
obsolete polymyositis,A primary bacterial infectious disease that results_in infection located_in skin,Failed mechanical induction of labor,primary bacterial infectious disease
ehrlichiosis,A primary bacterial infectious disease that results in infection located_in leukocyte,human ehrlichiosis,primary bacterial infectious disease
obsolete delayed separation of umbilical cord,A primary bacterial infectious disease that results in infection located_in leukocyte,human ehrlichiosis,primary bacterial infectious disease
legionellosis,A primary bacterial infectious disease that results_in infection located_in respiratory tract,Legionella infection,primary bacterial infectious disease
pasteurellosis,A primary bacterial infectious disease that results_in systemic infection,Pasteurella infectious disease,primary bacterial infectious disease
obsolete Pasteurella hemorrhagic septicemia,A primary bacterial infectious disease that results_in systemic infection,hemorrhagic septicemia,primary bacterial infectious disease
brucellosis,A primary bacterial infectious disease that is caused by the bacteria of the genus Brucella,undulant fever,primary bacterial infectious disease
Q fever,A primary bacterial infectious disease that is a zoonotic infectious disease affecting multiple organs,Infection due to Coxiella burnetii,primary bacterial infectious disease
bartonellosis,A primary bacterial infectious disease that is caused by the bacteria of the genus Bartonella.,Rochalimaea infection,primary bacterial infectious disease
spotted fever,A primary bacterial infectious disease that results in infection,Spotted fever group rickettsial disease,primary bacterial infectious disease
typhus,A primary bacterial infectious disease that refers to a group of diseases,Urban typhus,primary bacterial infectious disease
ornithosis,A primary bacterial infectious disease that results_in systemic infection,psittacosis,primary bacterial infectious disease
rhinoscleroma,A primary bacterial infectious disease that involves the inflammation of mucosa lining the nasal cavity,lymphogranulomatosis,primary bacterial infectious disease
tetanus,A primary bacterial infectious disease that results in prolonged contraction of skeletal muscle fibers,Infection due to Clostridium tetani,primary bacterial infectious disease
diphtheria,A primary bacterial infectious disease that is characterized by sore throat,corynebacterium infection,primary bacterial infectious disease
listeriosis,A primary bacterial infectious disease that results_in infection,Listeria infection,primary bacterial infectious disease
Lyme disease,A primary bacterial infectious disease that results_in infection,Neurological Lyme disease,primary bacterial infectious disease
obsolete Borrelia infectious disease,A primary bacterial infectious disease that results_in infection,Borreliosis,primary bacterial infectious disease
obsolete syphilitic myocarditis,A primary bacterial infectious disease that results_in infection,Syphilitic myocarditis (disorder),primary bacterial infectious disease
obsolete syphilitic aortic aneurysm,A primary bacterial infectious disease that results_in infection,Syphilitic aneurysm of aorta (disorder),primary bacterial infectious disease
obsolete syphilitic pericarditis,A primary bacterial infectious disease that results_in infection,Syphilitic pericarditis (disorder),primary bacterial infectious disease
obsolete single manic episode in full remission,A primary bacterial infectious disease that results_in infection,Single manic episode in full remission (disorder),primary bacterial infectious disease
botulism,A primary bacterial infectious disease that involves intoxication caused by botulinum neurotoxins (BoNTA,Intoxication with Clostridium botulinum toxin,primary bacterial infectious disease
obsolete disorder of magnesium metabolism,A primary bacterial infectious disease that involves intoxication caused by botulinum neurotoxins (BoNTA,Magnesium disorder,primary bacterial infectious disease
obsolete chronic pyelonephritis without lesion of renal medullary necrosis,A primary bacterial infectious disease that involves intoxication caused by botulinum neurotoxins (BoNTA,Magnesium disorder,primary bacterial infectious disease
sodoku disease,A primary bacterial infectious disease that results_in infection,Spirillosis,primary bacterial infectious disease
obsolete rat-bite fever,A primary bacterial infectious disease that results_in infection,Unspecified rat-bite fever,primary bacterial infectious disease
relapsing fever,A primary bacterial infectious disease that results_in infection,Trichomonas Balanoposthitis,primary bacterial infectious disease
Haverhill fever,A primary bacterial infectious disease that results_in infection,Streptobacillosis,primary bacterial infectious disease
typhoid fever,A primary bacterial infectious disease that is a communicable systemic illness,Typhoid,primary bacterial infectious disease
obsolete hallucinatory state induced by drug,A primary bacterial infectious disease that is a communicable systemic illness,Drug-induced psychotic disorder with hallucinations,primary bacterial infectious disease
glanders,A primary bacterial infectious disease that results in septicemic infection,Infection due to Pseudomonas mallei,primary bacterial infectious disease
cholera,A primary bacterial infectious disease that is described as an acute,Vibrio cholerae,primary bacterial infectious disease
obsolete Vibrio infectious disease,A primary bacterial infectious disease that is described as an acute,vibriosis,primary bacterial infectious disease
tularemia,A primary bacterial infectious disease that has_material_basis_in Francisella tularensis,pulmonary tularemia,primary bacterial infectious disease
